"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.4,20,10,0.2,"Bias",-0.06256,0.01072,0.0128,0.00892,-0.00541,-0.00513,-0.00507,-0.01358,-0.00763,-0.01309
0.4,20,10,0.2,"Var",4.07075,3.88728,3.79049,3.79518,5.21357,5.14466,5.13528,3.98382,4.02503,3.98474
0.4,20,10,0.2,"MSE",1.44311,1.16135,1.1413,1.14136,2.03757,1.99233,1.99544,1.3193,1.31409,1.31796
0.4,20,10,0.8,"Bias",-0.03857,0.04947,0.06245,0.03907,-0.0054,0.01794,0.01879,-0.01398,-0.01554,-0.01386
0.4,20,10,0.8,"Var",14.18152,14.46172,13.05533,13.92057,17.02422,16.22391,16.22536,14.20288,14.20968,14.20331
0.4,20,10,0.8,"MSE",1.13728,1.2247,1.21802,1.21353,2.32356,1.61533,1.61354,1.12767,1.12699,1.12786
0.4,20,20,0.2,"Bias",-0.00912,-0.00271,-0.00455,-0.00127,-0.00208,-0.00152,0.00119,-0.10631,-0.1182,-0.10827
0.4,20,20,0.2,"Var",4.34036,4.77278,4.60322,4.64027,6.12408,6.06532,5.50424,4.47669,4.41723,4.46783
0.4,20,20,0.2,"MSE",1.46613,1.07814,1.07574,1.07602,2.01877,1.98204,1.88353,1.18566,1.19665,1.18528
0.4,20,20,0.8,"Bias",0.00322,-0.00661,-0.03935,-0.00391,-0.00202,-0.00243,-0.00258,-0.05177,-0.05129,-0.05183
0.4,20,20,0.8,"Var",19.64372,19.14943,17.72742,18.83365,22.06595,21.59785,21.33943,19.76819,19.77241,19.76794
0.4,20,20,0.8,"MSE",1.12997,1.11318,1.14708,1.11432,2.07371,1.75211,1.61363,1.12514,1.12697,1.12512
0.4,20,30,0.2,"Bias",0.00541,-0.00236,-0.00296,-0.00189,0.00004,-0.00067,0.0161,-0.0234,-0.07233,-0.02629
0.4,20,30,0.2,"Var",4.10083,5.09146,4.96326,4.98674,6.46789,6.40664,5.14333,4.5258,4.52469,4.51966
0.4,20,30,0.2,"MSE",1.42741,1.04996,1.04803,1.04818,2.0226,1.98578,2.11611,1.13719,1.12855,1.13534
0.4,20,30,0.8,"Bias",0.01437,-0.00655,-0.02073,0.00162,-0.00022,0.00203,0.02528,-0.02427,-0.02851,-0.02423
0.4,20,30,0.8,"Var",19.02476,18.63018,17.98061,18.35894,21.51556,21.21327,20.10786,19.09288,19.11123,19.09281
0.4,20,30,0.8,"MSE",1.11111,1.07286,1.07674,1.07279,2.04387,1.84421,1.35558,1.10196,1.10339,1.10179
0.4,100,5,0.2,"Bias",-0.043,0.02707,0.02715,0.027,0.0048,0.00526,0.0051,-0.01706,-0.01742,-0.01693
0.4,100,5,0.2,"Var",4.09298,4.76166,4.26147,4.27699,6.00082,6.01825,6.01873,4.11657,4.14457,4.11746
0.4,100,5,0.2,"MSE",1.52844,1.29379,1.2154,1.21628,2.0197,2.03966,2.04091,1.5092,1.48057,1.5079
0.4,100,5,0.8,"Bias",-0.00768,0.01974,0.01791,0.02079,-0.00168,0.00164,-0.00017,-0.01207,-0.01157,-0.01207
0.4,100,5,0.8,"Var",16.98931,17.09246,15.92478,16.71331,19.84467,24.64437,26.68363,16.98681,17.01822,16.98681
0.4,100,5,0.8,"MSE",1.14489,1.29724,1.29709,1.29328,2.55374,7.71423,9.81328,1.14171,1.14364,1.14171
0.4,100,10,0.2,"Bias",-0.01834,0.00162,0.00131,0.0019,-0.00184,-0.00226,-0.00232,-0.01848,-0.01968,-0.01887
0.4,100,10,0.2,"Var",4.79578,5.47491,5.11913,5.12576,6.85439,6.83193,6.83142,5.12213,5.03177,5.1181
0.4,100,10,0.2,"MSE",1.48866,1.14235,1.1236,1.12367,2.00845,1.99933,2.00637,1.25813,1.2475,1.25738
0.4,100,10,0.8,"Bias",-0.02569,0.02412,0.02205,0.02595,-0.00253,-0.00256,-0.00307,-0.03477,-0.03467,-0.03476
0.4,100,10,0.8,"Var",21.05468,20.4445,19.58719,20.01308,23.44062,22.66899,22.57316,21.05211,21.08008,21.052
0.4,100,10,0.8,"MSE",1.13329,1.19727,1.19707,1.19553,2.10434,1.63775,1.6057,1.13211,1.13303,1.13213
0.4,100,20,0.2,"Bias",-0.03337,0.00332,0.00354,0.00315,-0.00177,-0.00172,-0.0018,-0.00598,0.00133,-0.00585
0.4,100,20,0.2,"Var",5.64515,6.34872,6.17683,6.20811,7.72924,7.70538,7.70435,6.02808,5.92956,6.02219
0.4,100,20,0.2,"MSE",1.63305,1.06545,1.06118,1.06171,1.99739,1.98672,1.98812,1.12941,1.13182,1.12905
0.4,100,20,0.8,"Bias",-0.01988,0.01176,0.01417,0.00959,-0.00173,-0.0001,-0.00015,-0.01036,-0.01063,-0.01035
0.4,100,20,0.8,"Var",24.76796,24.47061,23.91984,24.19829,27.28351,27.02811,27.02816,24.78527,24.79363,24.78538
0.4,100,20,0.8,"MSE",1.12783,1.09829,1.09802,1.0971,2.01242,1.857,1.85738,1.11272,1.12057,1.11278
0.4,100,30,0.2,"Bias",0.01547,-0.00178,-0.0017,-0.00185,0.00032,0.0002,0.0015,0.05394,0.05701,0.05428
0.4,100,30,0.2,"Var",4.84923,5.67121,5.55936,5.57542,7.05805,7.04521,6.94039,5.343,5.26619,5.33734
0.4,100,30,0.2,"MSE",1.53412,1.04552,1.04367,1.04389,2.00436,1.99607,1.96878,1.103,1.1082,1.10299
0.4,100,30,0.8,"Bias",0.00293,-0.0017,-0.00038,-0.00281,0.00014,-0.00004,0.00048,0.02671,0.02634,0.02668
0.4,100,30,0.8,"Var",21.24352,21.06008,20.70157,20.82914,23.873,23.73584,23.63234,21.34251,21.33827,21.3425
0.4,100,30,0.8,"MSE",1.12519,1.06554,1.06478,1.06472,2.00333,1.91844,1.86017,1.1016,1.1036,1.10141
0.5,20,5,0.2,"Bias",-0.0747,0.10326,0.10248,0.10413,-0.01328,-0.00705,-0.00291,0.24293,0.24963,0.24327
0.5,20,5,0.2,"Var",4.04579,4.39171,3.97665,4.00077,5.76567,5.82528,5.81397,3.93198,3.91342,3.92885
0.5,20,5,0.2,"MSE",1.68277,1.38875,1.32718,1.32939,2.09932,2.23521,2.24233,1.63037,1.65514,1.63028
0.5,20,5,0.8,"Bias",-0.00657,0.13435,0.22008,0.09731,0.01391,0.17062,0.16561,0.08818,0.0866,0.08818
0.5,20,5,0.8,"Var",17.33784,17.6676,14.51043,16.70049,27.84137,24.35014,24.09853,17.53787,17.55239,17.53779
0.5,20,5,0.8,"MSE",1.20372,1.36804,1.52064,1.36344,10.55547,7.61261,7.43256,1.19635,1.19742,1.19633
0.5,20,10,0.2,"Bias",-0.05953,0.01072,0.01273,0.00904,-0.00545,-0.0051,-0.00506,0.04387,0.04505,0.04416
0.5,20,10,0.2,"Var",4.08319,3.79927,3.7247,3.7282,5.12772,5.05788,5.05049,4.00122,4.03518,4.00151
0.5,20,10,0.2,"MSE",1.40376,1.16135,1.13982,1.13982,2.03751,1.9919,1.99607,1.30463,1.30418,1.30355
0.5,20,10,0.8,"Bias",-0.04065,0.05277,0.0673,0.04204,-0.00733,0.01919,0.0198,0.00408,0.00264,0.00395
0.5,20,10,0.8,"Var",12.79998,13.11688,11.66992,12.58311,15.49172,14.87192,14.87099,12.85599,12.86133,12.85565
0.5,20,10,0.8,"MSE",1.13219,1.22468,1.22281,1.21381,2.15932,1.61085,1.60718,1.12196,1.12176,1.12155
0.5,20,20,0.2,"Bias",-0.00855,-0.00271,-0.0047,-0.00125,-0.00207,-0.00153,0.00135,-0.10185,-0.11479,-0.10417
0.5,20,20,0.2,"Var",4.28408,4.7976,4.62099,4.65853,6.14665,6.08813,5.48753,4.41868,4.39483,4.41114
0.5,20,20,0.2,"MSE",1.44511,1.07814,1.07534,1.07569,2.01852,1.98225,1.88066,1.16397,1.19174,1.16415
0.5,20,20,0.8,"Bias",0.00275,-0.00635,-0.04177,-0.00532,-0.00183,-0.00236,-0.002,-0.05135,-0.05082,-0.05147
0.5,20,20,0.8,"Var",18.52304,18.09113,16.59332,17.78754,20.97019,20.50564,20.22084,18.63473,18.64143,18.63448
0.5,20,20,0.8,"MSE",1.12986,1.1134,1.15308,1.11447,2.06248,1.75637,1.61382,1.12358,1.12665,1.12375
0.5,20,30,0.2,"Bias",0.00155,-0.00236,-0.00292,-0.0019,0.00003,-0.00068,0.01784,0.02249,-0.02153,0.02033
0.5,20,30,0.2,"Var",3.91521,4.43154,4.32134,4.33552,5.80608,5.74704,4.50123,3.99149,4.057,3.99195
0.5,20,30,0.2,"MSE",1.31863,1.04996,1.04719,1.04745,2.02296,1.98587,2.21002,1.13734,1.13463,1.13607
0.5,20,30,0.8,"Bias",0.00937,-0.00533,-0.01669,0.00223,-0.0006,0.00188,0.02953,-0.00613,-0.00967,-0.00616
0.5,20,30,0.8,"Var",13.91207,13.60905,12.97141,13.36073,16.47868,16.21779,15.19728,13.91927,13.92705,13.91941
0.5,20,30,0.8,"MSE",1.09578,1.07283,1.07917,1.07328,2.04566,1.85072,1.33411,1.08889,1.09001,1.0889
0.5,100,5,0.2,"Bias",-0.0371,0.02707,0.02708,0.02706,0.00477,0.00535,0.00514,0.0147,0.01197,0.01475
0.5,100,5,0.2,"Var",3.88634,4.58243,4.09568,4.10801,5.83973,5.85634,5.85716,3.92097,3.94378,3.92077
0.5,100,5,0.2,"MSE",1.4696,1.29379,1.20744,1.20816,2.01956,2.03856,2.0402,1.44076,1.42342,1.44031
0.5,100,5,0.8,"Bias",-0.00935,0.02234,0.02062,0.02362,-0.00033,0.00679,0.00779,-0.0051,-0.00474,-0.0051
0.5,100,5,0.8,"Var",14.02932,14.20879,13.04612,13.8335,16.7409,18.21683,18.25459,14.03303,14.06192,14.03303
0.5,100,5,0.8,"MSE",1.14577,1.29882,1.30163,1.29476,2.2659,4.06436,4.11905,1.14246,1.14388,1.14246
0.5,100,10,0.2,"Bias",-0.01619,0.00162,0.00121,0.00197,-0.00186,-0.00224,-0.0023,-0.03518,-0.04268,-0.03564
0.5,100,10,0.2,"Var",4.58992,5.30316,4.93652,4.94325,6.67719,6.65533,6.65405,4.85513,4.78523,4.85243
0.5,100,10,0.2,"MSE",1.42682,1.14235,1.11971,1.11975,2.0081,1.99933,2.00641,1.24005,1.23869,1.23933
0.5,100,10,0.8,"Bias",-0.02303,0.02233,0.01873,0.02518,-0.00231,-0.0028,-0.00331,-0.04225,-0.04192,-0.04225
0.5,100,10,0.8,"Var",17.83887,17.47855,16.62003,17.04718,20.30729,19.71876,19.65525,17.8439,17.86807,17.8439
0.5,100,10,0.8,"MSE",1.12863,1.198,1.19535,1.19466,2.04289,1.70584,1.68318,1.12828,1.12888,1.12828
0.5,100,20,0.2,"Bias",-0.0269,0.00332,0.00351,0.00316,-0.00177,-0.00171,-0.0018,-0.02599,-0.01656,-0.02588
0.5,100,20,0.2,"Var",5.49204,6.16359,5.97508,5.99949,7.54744,7.52383,7.52218,5.85199,5.74348,5.84542
0.5,100,20,0.2,"MSE",1.48318,1.06545,1.05999,1.06045,1.99734,1.98669,1.98797,1.11789,1.12726,1.11799
0.5,100,20,0.8,"Bias",-0.01706,0.0108,0.01305,0.00869,-0.00168,-0.00021,-0.00026,-0.01825,-0.01811,-0.01828
0.5,100,20,0.8,"Var",19.46191,19.30387,18.69101,19.03677,22.06848,21.83282,21.83185,19.47937,19.48455,19.47889
0.5,100,20,0.8,"MSE",1.1199,1.09865,1.09777,1.09695,2.00436,1.86936,1.86918,1.10903,1.11488,1.1092
0.5,100,30,0.2,"Bias",0.01273,-0.00178,-0.00171,-0.00183,0.00032,0.00021,0.00151,0.02109,0.02417,0.02128
0.5,100,30,0.2,"Var",4.58619,5.04649,4.94609,4.96323,6.4296,6.41772,6.31523,4.80609,4.75781,4.80203
0.5,100,30,0.2,"MSE",1.45484,1.04552,1.04289,1.04327,2.00436,1.99633,1.96899,1.09982,1.10996,1.10009
0.5,100,30,0.8,"Bias",0.00513,-0.00263,-0.00181,-0.00337,0.00018,-0.00023,0.00033,0.01258,0.01303,0.01258
0.5,100,30,0.8,"Var",16.8278,16.72467,16.35211,16.49993,19.49759,19.37159,19.29055,16.87446,16.87325,16.87418
0.5,100,30,0.8,"MSE",1.12046,1.06566,1.06441,1.06437,2.00262,1.92232,1.87208,1.1012,1.10458,1.10116
0.6,20,5,0.2,"Bias",-0.07505,0.10326,0.10259,0.10405,-0.01323,-0.00723,-0.00313,0.23669,0.24377,0.23685
0.6,20,5,0.2,"Var",4.04671,4.39086,3.97662,4.00031,5.76487,5.82398,5.81274,3.9331,3.91459,3.93022
0.6,20,5,0.2,"MSE",1.68483,1.38875,1.32759,1.32976,2.09892,2.23452,2.24139,1.62951,1.65394,1.62864
0.6,20,5,0.8,"Bias",-0.00624,0.13379,0.21944,0.09682,0.00653,0.17463,0.17013,0.08749,0.08591,0.0875
0.6,20,5,0.8,"Var",17.43962,17.77295,14.61814,16.80812,31.72996,27.05162,26.83822,17.63106,17.64556,17.63102
0.6,20,5,0.8,"MSE",1.20371,1.36793,1.51878,1.36302,14.37575,10.24313,10.02435,1.19606,1.19713,1.19605
0.6,20,10,0.2,"Bias",-0.03434,0.01072,0.01502,0.00757,-0.00545,-0.00522,-0.00508,0.15172,0.15244,0.15172
0.6,20,10,0.2,"Var",4.024,4.17204,4.04215,4.04677,5.49324,5.42497,5.41556,3.99616,4.0499,3.99813
0.6,20,10,0.2,"MSE",1.29184,1.16135,1.13017,1.13003,2.03651,1.99312,1.9971,1.25173,1.25869,1.25092
0.6,20,10,0.8,"Bias",-0.03681,0.05855,0.09891,0.02959,-0.00766,0.01561,0.01562,0.04497,0.04394,0.04485
0.6,20,10,0.8,"Var",9.02759,9.48824,8.17782,8.97439,11.77229,11.15086,11.15102,9.19318,9.19601,9.19187
0.6,20,10,0.8,"MSE",1.12567,1.22642,1.22352,1.2084,2.1,1.6535,1.65383,1.11859,1.11803,1.1184
0.6,20,20,0.2,"Bias",-0.00773,-0.00271,-0.00534,-0.00374,-0.00205,-0.00152,0.00137,-0.14169,-0.1468,-0.14283
0.6,20,20,0.2,"Var",4.06517,4.35696,4.20612,4.23538,5.70576,5.64775,5.0499,4.15774,4.09562,4.14632
0.6,20,20,0.2,"MSE",1.39852,1.07814,1.07502,1.07472,2.01833,1.98241,1.88024,1.1577,1.1949,1.15895
0.6,20,20,0.8,"Bias",0.00408,-0.00724,-0.05544,-0.01284,-0.00175,-0.0023,-0.00201,-0.06306,-0.06174,-0.06304
0.6,20,20,0.8,"Var",15.58221,15.19879,13.62592,14.9416,18.0603,17.61942,17.34081,15.75833,15.76317,15.75872
0.6,20,20,0.8,"MSE",1.12691,1.11358,1.16841,1.11474,2.05228,1.756,1.60366,1.12236,1.12561,1.12262
0.6,20,30,0.2,"Bias",0.00411,-0.00236,-0.00271,-0.00207,0.00003,-0.00071,0.01751,0.04341,0.00401,0.04114
0.6,20,30,0.2,"Var",3.76703,4.35048,4.23664,4.24811,5.72741,5.67077,4.46858,3.84814,3.91219,3.84932
0.6,20,30,0.2,"MSE",1.26795,1.04996,1.047,1.04726,2.02279,1.98618,2.1934,1.1252,1.13241,1.12474
0.6,20,30,0.8,"Bias",0.00911,-0.00492,-0.015,0.00209,-0.00052,0.00162,0.03181,0.00724,0.00253,0.00701
0.6,20,30,0.8,"Var",11.83525,11.57718,10.91559,11.34148,14.45386,14.19736,13.04567,11.83594,11.84391,11.83582
0.6,20,30,0.8,"MSE",1.09154,1.07298,1.08306,1.07407,2.03708,1.85713,1.32402,1.08351,1.08589,1.08359
0.6,100,5,0.2,"Bias",-0.02311,0.02707,0.0268,0.02724,0.00478,0.00529,0.0051,0.01131,0.01119,0.01132
0.6,100,5,0.2,"Var",3.86107,4.23381,3.79432,3.80394,5.4897,5.50519,5.50544,3.873,3.88152,3.87309
0.6,100,5,0.2,"MSE",1.30888,1.29379,1.17846,1.17943,2.02017,2.03793,2.03926,1.29939,1.29387,1.29909
0.6,100,5,0.8,"Bias",-0.00558,0.02031,0.02052,0.02037,0.00142,0.00938,0.00938,-0.0005,-0.00022,-0.0005
0.6,100,5,0.8,"Var",9.75106,10.15795,9.10419,9.75887,12.45108,12.73496,12.81957,9.75529,9.778,9.75529
0.6,100,5,0.8,"MSE",1.12483,1.29842,1.2871,1.28788,2.13597,2.5789,2.67959,1.12174,1.12265,1.12174
0.6,100,10,0.2,"Bias",-0.01234,0.00162,0.00169,0.00157,-0.00185,-0.00226,-0.00231,0.01452,0.00557,0.01419
0.6,100,10,0.2,"Var",4.24953,4.95816,4.59498,4.59854,6.34015,6.31898,6.31673,4.44397,4.39756,4.4427
0.6,100,10,0.2,"MSE",1.33207,1.14235,1.11413,1.11415,2.00837,1.99969,2.00641,1.21165,1.21222,1.21087
0.6,100,10,0.8,"Bias",-0.02442,0.02589,0.02615,0.02591,-0.00231,-0.00276,-0.00318,-0.02316,-0.02283,-0.02316
0.6,100,10,0.8,"Var",13.64927,13.35124,12.54994,12.88303,16.18677,15.69071,15.64997,13.6513,13.67079,13.6513
0.6,100,10,0.8,"MSE",1.12249,1.19913,1.19528,1.19434,2.02716,1.74892,1.73246,1.12066,1.12071,1.12066
0.6,100,20,0.2,"Bias",-0.02259,0.00332,0.00358,0.00309,-0.00177,-0.00171,-0.00179,-0.02045,-0.00786,-0.02018
0.6,100,20,0.2,"Var",5.38179,5.97788,5.77815,5.79034,7.36037,7.33682,7.33524,5.67457,5.57358,5.66912
0.6,100,20,0.2,"MSE",1.39072,1.06545,1.05866,1.05882,1.99738,1.98674,1.98788,1.11317,1.12829,1.11301
0.6,100,20,0.8,"Bias",-0.01675,0.01115,0.01443,0.00835,-0.00167,-0.00026,-0.00032,-0.01438,-0.01366,-0.01437
0.6,100,20,0.8,"Var",16.07206,15.98707,15.34842,15.72132,18.7199,18.49485,18.49533,16.0851,16.09017,16.08473
0.6,100,20,0.8,"MSE",1.11239,1.09862,1.09771,1.09644,2.00253,1.87428,1.87491,1.10416,1.10862,1.10439
0.6,100,30,0.2,"Bias",0.00991,-0.00178,-0.00172,-0.00182,0.00032,0.00026,0.00158,0.01141,0.01247,0.01146
0.6,100,30,0.2,"Var",4.37726,4.76043,4.66717,4.67956,6.14442,6.13271,6.02761,4.52641,4.49337,4.52293
0.6,100,30,0.2,"MSE",1.36665,1.04552,1.04221,1.04255,2.0044,1.99655,1.96826,1.09359,1.10796,1.09388
0.6,100,30,0.8,"Bias",0.00556,-0.00292,-0.00224,-0.00359,0.00021,0.00002,0.00059,0.00723,0.0077,0.00725
0.6,100,30,0.8,"Var",13.41132,13.31281,12.91196,13.09156,16.09033,15.97672,15.89867,13.43669,13.44218,13.43638
0.6,100,30,0.8,"MSE",1.11416,1.06576,1.06428,1.06424,2.00276,1.92702,1.87836,1.09496,1.10186,1.09516
0.7,20,5,0.2,"Bias",-0.02608,0.10326,0.10036,0.10575,-0.01295,-0.00852,-0.00466,0.24809,0.26029,0.24953
0.7,20,5,0.2,"Var",3.82145,4.49889,4.05808,4.08076,5.86361,5.93148,5.92172,3.72556,3.69856,3.72076
0.7,20,5,0.2,"MSE",1.68154,1.38875,1.32259,1.32555,2.09386,2.2356,2.24225,1.63978,1.68293,1.64334
0.7,20,5,0.8,"Bias",0.00599,0.12914,0.21425,0.09308,0.02202,0.17648,0.20077,0.09413,0.09268,0.09413
0.7,20,5,0.8,"Var",16.11729,16.68225,13.4115,15.77951,20.0588,85.30537,165.62022,16.25899,16.27597,16.25896
0.7,20,5,0.8,"MSE",1.20743,1.36903,1.5437,1.36322,3.87139,67.5686,145.64819,1.1999,1.20102,1.1999
0.7,20,10,0.2,"Bias",-0.03394,0.01072,0.01512,0.0075,-0.00544,-0.00522,-0.00509,0.13004,0.13352,0.13033
0.7,20,10,0.2,"Var",3.99484,4.12138,4.00306,4.00728,5.43996,5.37328,5.36329,3.96199,4.0125,3.9648
0.7,20,10,0.2,"MSE",1.29935,1.16135,1.1302,1.13009,2.03642,1.99342,1.99751,1.25223,1.26105,1.25203
0.7,20,10,0.8,"Bias",-0.03576,0.0574,0.09818,0.02847,-0.00726,0.01491,0.01479,0.03879,0.03791,0.03875
0.7,20,10,0.8,"Var",8.96224,9.47707,8.15951,8.97081,11.71406,11.11909,11.11757,9.09613,9.09939,9.09621
0.7,20,10,0.8,"MSE",1.12732,1.22629,1.22257,1.20783,2.09831,1.66109,1.66075,1.11942,1.11867,1.11913
0.7,20,20,0.2,"Bias",-0.00722,-0.00271,-0.00576,-0.00091,-0.00207,-0.00156,0.00136,-0.07934,-0.09942,-0.08166
0.7,20,20,0.2,"Var",4.11147,4.50762,4.32195,4.36043,5.85413,5.79601,5.17608,4.18741,4.16311,4.18236
0.7,20,20,0.2,"MSE",1.31959,1.07814,1.07513,1.0744,2.01816,1.9826,1.87858,1.11601,1.1841,1.12081
0.7,20,20,0.8,"Bias",0.00004,-0.00494,-0.06569,-0.00727,-0.00229,-0.00218,-0.00259,-0.05093,-0.05084,-0.05108
0.7,20,20,0.8,"Var",13.50628,13.17624,11.06552,12.94397,16.01387,15.55654,15.24203,13.56861,13.58388,13.56972
0.7,20,20,0.8,"MSE",1.11868,1.11383,1.23254,1.11508,2.04517,1.76186,1.60926,1.11101,1.11602,1.11151
0.7,20,30,0.2,"Bias",0.0046,-0.00236,-0.00287,-0.00195,0.00003,-0.00072,0.01764,0.03766,0.00063,0.03577
0.7,20,30,0.2,"Var",3.70491,4.26735,4.15205,4.16339,5.64333,5.58746,4.36086,3.75839,3.81769,3.75902
0.7,20,30,0.2,"MSE",1.23319,1.04996,1.04678,1.04695,2.02254,1.98646,2.20515,1.11206,1.13527,1.11315
0.7,20,30,0.8,"Bias",0.00903,-0.00496,-0.01769,0.00293,-0.00049,0.00147,0.0339,0.00633,0.00078,0.00597
0.7,20,30,0.8,"Var",9.99908,9.88265,9.18111,9.65905,12.71007,12.45227,11.18034,10.00616,10.01048,10.00608
0.7,20,30,0.8,"MSE",1.09024,1.07298,1.08655,1.07389,2.03275,1.86102,1.33232,1.08116,1.08519,1.0814
0.7,100,5,0.2,"Bias",-0.02123,0.02707,0.02677,0.02724,0.0048,0.00521,0.00503,-0.01905,-0.019,-0.01903
0.7,100,5,0.2,"Var",3.745,4.02996,3.64287,3.65136,5.26914,5.28577,5.28556,3.74603,3.75006,3.7459
0.7,100,5,0.2,"MSE",1.25533,1.29379,1.1565,1.15784,2.01948,2.03737,2.0386,1.24866,1.24704,1.24865
0.7,100,5,0.8,"Bias",-0.00406,0.01659,0.0137,0.01824,0.00287,0.0053,0.00529,-0.01169,-0.01131,-0.01169
0.7,100,5,0.8,"Var",8.00177,8.60841,7.56379,8.20394,10.68534,10.88994,10.96528,8.00169,8.02172,8.00169
0.7,100,5,0.8,"MSE",1.11397,1.29765,1.27601,1.28185,2.07952,2.37135,2.44958,1.11111,1.11185,1.11111
0.7,100,10,0.2,"Bias",-0.01082,0.00162,0.00154,0.00169,-0.00186,-0.00225,-0.00229,-0.00159,-0.00465,-0.00179
0.7,100,10,0.2,"Var",4.09967,4.61376,4.29041,4.29332,5.99046,5.97003,5.96797,4.19952,4.17264,4.1989
0.7,100,10,0.2,"MSE",1.28515,1.14235,1.10873,1.10877,2.00816,1.99959,2.00635,1.19533,1.20675,1.19487
0.7,100,10,0.8,"Bias",-0.02226,0.02521,0.02515,0.02543,-0.00231,-0.00262,-0.00298,-0.02521,-0.02492,-0.02522
0.7,100,10,0.8,"Var",11.39048,11.28583,10.49286,10.81191,13.98627,13.63998,13.62774,11.39157,11.40861,11.39155
0.7,100,10,0.8,"MSE",1.11595,1.19931,1.1909,1.19102,2.01856,1.81154,1.80399,1.11437,1.1142,1.11436
0.7,100,20,0.2,"Bias",-0.02083,0.00332,0.00363,0.00305,-0.00176,-0.00171,-0.00179,-0.03102,-0.01943,-0.03072
0.7,100,20,0.2,"Var",5.32092,5.76971,5.57422,5.58549,7.15226,7.12894,7.12735,5.55376,5.43679,5.54691
0.7,100,20,0.2,"MSE",1.34567,1.06545,1.05781,1.05794,1.99748,1.98684,1.988,1.10457,1.12975,1.10563
0.7,100,20,0.8,"Bias",-0.01555,0.01072,0.01433,0.00766,-0.00168,-0.00028,-0.00035,-0.01981,-0.01946,-0.0198
0.7,100,20,0.8,"Var",14.36445,14.29877,13.63507,14.03294,17.02246,16.80757,16.80983,14.37393,14.37921,14.3736
0.7,100,20,0.8,"MSE",1.10693,1.09864,1.09824,1.09628,2.00319,1.87733,1.87876,1.0995,1.10424,1.09971
0.7,100,30,0.2,"Bias",0.00876,-0.00178,-0.0017,-0.00185,0.00032,0.00024,0.00158,0.00157,0.0074,0.00175
0.7,100,30,0.2,"Var",4.29576,4.67194,4.58103,4.5909,6.05592,6.0444,5.93875,4.43673,4.40317,4.43344
0.7,100,30,0.2,"MSE",1.328,1.04552,1.04183,1.04212,2.00442,1.9965,1.96795,1.08526,1.10533,1.08552
0.7,100,30,0.8,"Bias",0.00565,-0.00302,-0.00211,-0.00386,0.00021,0.00004,0.0006,0.00371,0.00514,0.00373
0.7,100,30,0.8,"Var",12.11905,12.02945,11.62471,11.81064,14.80418,14.6884,14.61383,12.14225,12.14562,12.14206
0.7,100,30,0.8,"MSE",1.11087,1.06588,1.06434,1.06418,2.00267,1.93028,1.88381,1.08966,1.09953,1.08977
0.8,20,5,0.2,"Bias",-0.02297,0.10326,0.09698,0.10726,-0.0139,-0.0082,-0.00265,0.08368,0.08362,0.08384
0.8,20,5,0.2,"Var",3.94806,4.40279,3.9366,3.95698,5.80768,5.90747,5.90306,3.89404,3.88697,3.89181
0.8,20,5,0.2,"MSE",1.3974,1.38875,1.29195,1.29606,2.10925,2.3109,2.32811,1.36206,1.36801,1.36211
0.8,20,5,0.8,"Bias",0.00597,0.10847,0.11074,0.11186,0.01359,0.10908,0.12562,0.06276,0.06188,0.06281
0.8,20,5,0.8,"Var",9.7058,9.91208,7.49481,9.2671,13.12063,13.17643,13.62902,9.70613,9.71934,9.706
0.8,20,5,0.8,"MSE",1.18531,1.36122,1.51573,1.36669,3.11979,4.11501,4.65235,1.17066,1.1712,1.17066
0.8,20,10,0.2,"Bias",-0.04134,0.01072,0.01643,0.00744,-0.00544,-0.00527,-0.00521,0.12734,0.12767,0.12733
0.8,20,10,0.2,"Var",4.27266,4.17552,4.05224,4.0572,5.48204,5.4187,5.40827,4.25494,4.2824,4.25673
0.8,20,10,0.2,"MSE",1.19469,1.16135,1.11226,1.11236,2.03678,1.9939,1.99799,1.19066,1.19603,1.19084
0.8,20,10,0.8,"Bias",-0.03569,0.05631,0.11514,0.01908,-0.00621,0.01403,0.01403,0.05554,0.05474,0.05565
0.8,20,10,0.8,"Var",6.20485,6.78619,5.43922,6.33823,8.92654,8.36751,8.36923,6.33397,6.33943,6.33362
0.8,20,10,0.8,"MSE",1.10039,1.22351,1.22537,1.19539,2.10004,1.67677,1.67835,1.09371,1.09393,1.09363
0.8,20,20,0.2,"Bias",-0.00352,-0.00271,-0.00296,-0.00321,-0.00205,-0.00165,0.00164,-0.04433,-0.04368,-0.04434
0.8,20,20,0.2,"Var",3.72095,3.82549,3.67442,3.67906,5.15602,5.10187,4.43729,3.71927,3.71981,3.71927
0.8,20,20,0.2,"MSE",1.02311,1.07814,1.02866,1.02951,2.01758,1.98359,1.87806,1.02164,1.02139,1.02164
0.8,20,20,0.8,"Bias",-0.00287,-0.00287,-0.00473,-0.00243,-0.00246,-0.00217,-0.00181,-0.04236,-0.04186,-0.04236
0.8,20,20,0.8,"Var",3.19266,3.20402,2.79796,2.83272,5.85913,5.58834,4.6835,3.21862,3.21876,3.21862
0.8,20,20,0.8,"MSE",1.02372,1.11502,1.0713,1.0734,2.02019,1.84493,1.40237,1.02179,1.02169,1.02179
