"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.3,20,10,0.2,"Bias",-0.1297,0.0415,0.0415,0.0415,-0.00179,0.01659,0.01547,-0.09814,-0.10154,-0.09832
0.3,20,10,0.2,"Var",0.00145,0.00195,0.00195,0.00195,0.00522,0.00365,0.00383,0.00237,0.00195,0.00235
0.3,20,10,0.2,"MSE",0.01827,0.00367,0.00367,0.00367,0.00522,0.00392,0.00407,0.012,0.01226,0.01202
