"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.3,100,5,0.2,"Bias",-0.17091,0.09432,0.09432,0.09432,0.0003,0.00154,0.00121,-0.16747,-0.16095,-0.16739
0.3,100,5,0.2,"Var",0.00058,0.00097,0.00097,0.00097,0.0025,0.00664,0.00668,0.00065,0.0007,0.00064
0.3,100,5,0.2,"MSE",0.02979,0.00987,0.00987,0.00987,0.0025,0.00665,0.00668,0.0287,0.0266,0.02866
