"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.4,100,5,0.8,"Bias",0,0,-0.00183,0.00106,0.0005,0.00457,0.0067,-0.00428,-0.00401,-0.00428
0.4,100,5,0.8,"Var",16.29123,16.81926,15.6596,16.44293,19.51425,25.43256,28.06212,16.28895,16.28936,16.28895
0.4,100,5,0.8,"MSE",1.12889,0.60218,0.62529,0.60536,2.51544,8.58422,11.29988,1.13101,1.11608,1.13101
