"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.8,20,20,0.2,"Bias",-0.00227,0.02013,0.02013,0.02013,-0.00027,0.01425,0.1552,-0.00337,-0.00302,-0.00337
0.8,20,20,0.2,"Var",0.00076,0.00081,0.00081,0.00081,0.00245,0.00097,0.01724,0.00076,0.00076,0.00076
0.8,20,20,0.2,"MSE",0.00076,0.00122,0.00122,0.00122,0.00245,0.00117,0.04132,0.00077,0.00076,0.00077
