"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.2,100,20,0.8,"Bias",0,0,0.00187,-0.00184,0.00056,0.00085,0.00087,0.00764,0.00885,0.00766
0.2,100,20,0.8,"Var",27.26202,27.49277,27.01309,27.22226,30.02545,29.73801,29.73847,27.28479,27.27993,27.28471
0.2,100,20,0.8,"MSE",1.14497,0.91437,0.91724,0.91532,2.01186,1.85632,1.85644,1.10784,1.11217,1.10797
