"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.2,20,30,0.2,"Bias",0,0,-0.00038,0.00031,0.00005,0.00054,0.00047,0.02351,-0.0392,0.01937
0.2,20,30,0.2,"Var",4.1638,4.76378,4.67205,4.68796,6.12381,6.06777,4.85155,4.36791,4.34223,4.36364
0.2,20,30,0.2,"MSE",1.5516,0.95287,0.9553,0.95474,1.99404,1.96677,2.06113,1.11278,1.08849,1.11041
