"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
1,20,30,0.8,"Bias",0.00432,0.0664,0.0664,0.0664,-0.00181,0.06818,1.13601,0.00206,0.00293,0.00206
1,20,30,0.8,"Var",0.00056,0.00098,0.00098,0.00098,0.00753,0.00138,0.09008,0.00055,0.00055,0.00055
1,20,30,0.8,"MSE",0.00058,0.00539,0.00539,0.00539,0.00753,0.00603,1.3806,0.00056,0.00056,0.00056
