"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.5,100,5,0.8,"Bias",-0.16186,0.43347,0.43347,0.43347,0.00423,0.16649,0.20184,-0.16199,-0.16106,-0.16199
0.5,100,5,0.8,"Var",0.00015,0.00279,0.00279,0.00279,0.20621,1.76548,1.87327,0.00014,0.00014,0.00014
0.5,100,5,0.8,"MSE",0.02634,0.19068,0.19068,0.19068,0.20623,1.7932,1.91401,0.02638,0.02608,0.02638
