"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.2,100,5,0.8,"Bias",-0.18125,0.42704,0.42704,0.42704,0.12195,0.59385,0.63372,-0.18115,-0.18033,-0.18115
0.2,100,5,0.8,"Var",0.0001,0.00274,0.00274,0.00274,1.3091,2.38163,2.96943,0.0001,0.0001,0.0001
0.2,100,5,0.8,"MSE",0.03295,0.18511,0.18511,0.18511,1.32398,2.73429,3.37104,0.03292,0.03262,0.03292
