"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.3,20,20,0.2,"Bias",0,0,-0.00172,0.00135,0.00064,0.00027,-0.0016,-0.10114,-0.11634,-0.10289
0.3,20,20,0.2,"Var",4.16919,4.76352,4.58823,4.62764,6.10648,6.04013,5.39136,4.36457,4.31417,4.35659
0.3,20,20,0.2,"MSE",1.52198,0.92951,0.93573,0.93367,1.99199,1.9639,1.8671,1.15142,1.13399,1.15006
