"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.2,100,30,0.8,"Bias",0,0,0.00067,-0.00063,-0.00004,0.00057,0.001,0.0171,0.01584,0.01703
0.2,100,30,0.8,"Var",29.20272,29.39639,29.06953,29.16484,31.94051,31.78187,31.66923,29.25737,29.25211,29.25744
0.2,100,30,0.8,"MSE",1.14022,0.94663,0.9479,0.94726,1.99852,1.91055,1.84924,1.08486,1.07949,1.08426
