"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.9,20,5,0.8,"Bias",-0.13597,0.45999,0.45999,0.45999,0.06205,0.42056,0.46142,-0.13449,-0.1346,-0.1345
0.9,20,5,0.8,"Var",0.00153,0.01633,0.01633,0.01633,0.41812,1.64828,1.4503,0.00174,0.00154,0.00172
0.9,20,5,0.8,"MSE",0.02001,0.22793,0.22793,0.22793,0.42197,1.82515,1.6632,0.01983,0.01965,0.01981
